,index,total_star,durability_star,price_star,design_star,delievery_star,date,review_cleaned,help,sentiment
2010,2010,5.0,5.0,5.0,5.0,5.0,2021.02.08,조립할것도없이 펴기만하면돼서 좋아요 살짝 기스있었는데 그정돈뭐 편하고좋습니다,0,1
2011,2011,5.0,5.0,5.0,5.0,5.0,2021.02.08,실제로 한달이상 사용해보니 편하고 튼튼합니다 쓰면서 제일 필요한건 발 받침이었어요 받침 같이 구매하시면 더더 좋을것 같아요,0,1
2012,2012,5.0,5.0,5.0,5.0,5.0,2021.02.08,두 번째 주문입니다 아버님이 집에 와서 앉아보시고 편하다고 하셔서 주문해드렸어요,0,1
2013,2013,5.0,5.0,5.0,5.0,5.0,2021.02.07,요거 완전 편해요 솔직히 침대 필요없음 인테리어에도 좋고 일단 가격이 착한편임,0,1
2014,2014,5.0,5.0,5.0,5.0,5.0,2021.02.07,모두모두 다만족한의자네요 앞에스툴하나놓고발받침하면 더좋을듯,0,1
2015,2015,5.0,5.0,5.0,5.0,5.0,2021.02.06,비닐뜯자마자 화학 냄새가 났는데 하루만에 빠져요 너무 푹신하고 좋습니다,0,1
2016,2016,5.0,5.0,5.0,5.0,5.0,2021.02.05,편하고 좋아요 편하고 좋아요 편하고 좋아요,0,1
2017,2017,5.0,5.0,5.0,5.0,5.0,2021.02.05,완전 폭신 폭신 각도 조절도 되고 편안해요,0,1
2018,2018,5.0,5.0,5.0,5.0,5.0,2021.02.04,편한 의자가 있으면 좀 앉아 있을까해서 샀는데 만족합니다 누워 있는 시간이 줄었어요 진작 살 걸,0,1
2019,2019,5.0,5.0,5.0,5.0,5.0,2021.02.03,스툴까지 같이 구매해서 잘 사용하고 있어오,0,1
2020,2020,5.0,5.0,5.0,5.0,5.0,2021.02.03,아빠가 앉아보더니 완전 편하다며 가져가셨다요 짱짱,0,1
2021,2021,5.0,5.0,5.0,5.0,5.0,2021.02.03,너무 예쁘고 푹신푹신 너무 좋습니다,0,1
2022,2022,5.0,5.0,5.0,5.0,5.0,2021.02.03,완제품으로 올 줄 몰랐는데 완제품이어서 오자마자 바로 편하게 썼어요 넘 편하고 각도 조절 할 수 있어서 좋아요,0,1
2023,2023,5.0,5.0,5.0,5.0,5.0,2021.02.01,내구성이 어떤지는 더 써봐야 겠지만 튼튼하고 편한 느낌이에요,0,1
2024,2024,5.0,5.0,5.0,5.0,5.0,2021.01.31,좋아요 요즘 매일 의자에 앉아 있어요 편하고 좋앙,0,1
2025,2025,5.0,5.0,5.0,5.0,5.0,2021.01.31,베란다 분위기가 달라졌어요 이뿌죠,0,1
2026,2026,5.0,5.0,5.0,5.0,5.0,2021.01.29,너무무거워용여자혼자들다간 허리부서질듯요,0,1
2027,2027,5.0,5.0,5.0,5.0,5.0,2021.01.28,쇼파놓기엔 공간이 나지 않아서 샀어요 음악듣고 편히 쉬기에 최고입니다,0,1
2028,2028,5.0,,,,,2021.01.28,의자 너무 편하고 좋습니다 매일 여기 앉아서 족욕기하면서 피로가 풀려요,0,1
2029,2029,5.0,5.0,5.0,5.0,5.0,2021.01.28,색상도 톤다운되서 예쁘고 나름 편하고 좋아용용,0,1
2030,2030,5.0,5.0,5.0,5.0,5.0,2021.01.28,원룸에서 쓰려고 주문 했어요 너무 예쁘고 배송도 잘 오더라구요,0,1
2031,2031,5.0,5.0,5.0,5.0,5.0,2021.01.28,안락의자하나로 분위기가 달라요,0,1
2032,2032,5.0,5.0,5.0,5.0,5.0,2021.01.27,수유의자로 샀는데 너무편하고 좋아요,0,1
2033,2033,5.0,5.0,5.0,5.0,5.0,2021.01.27,배송도 빠르고 품질도 좋고 만족합니다,0,1
2034,2034,5.0,5.0,5.0,5.0,5.0,2021.01.27,존예 너무 이쁨 원목이랑 화이트 톤이랑 너무 잘 어울리는 색감임듯 의자 하나로 분위기 확 달라짐,0,1
2035,2035,5.0,,,,,2021.01.27,쇼파가 와서 자주쓰진않지만 고양이가 좋아행,0,1
2036,2036,5.0,5.0,5.0,5.0,5.0,2021.01.27,너무 잘쓰고 있습니다 쉴때 누울수도 있고 굿굿,0,1
2037,2037,5.0,5.0,5.0,5.0,5.0,2021.01.25,처음받은물품에 결함이있어서 교환요청했는데 빠르게 대응해주셔서 문제없는 새상품으로 잘 교환받았습니다 매우만족스럽네요,0,1
2038,2038,5.0,5.0,5.0,5.0,5.0,2021.01.24,배송이 엄청 빨랐어요 제 사진보다는 색이 더 진합니다 살까말까 엄청 고민했는데 너무 잘 샀어요 잠도 잘 잔답니다,0,1
2039,2039,5.0,5.0,5.0,5.0,5.0,2021.01.24,너무 예쁘고 편해요 의자에 앉아서 영화 보면 영화관에 있는 것 같은 기분이 들어요 배송도 빠르고 안전하게 해주셔서 감사합니다,0,1
2040,2040,5.0,5.0,5.0,5.0,5.0,2021.01.23,편하고 좋아요 처음에는 생각보다 자리 차지를 많이 하는 것 같았는데 며칠 쓰다보니까 사이즈도 알맞고 좋아용,0,1
2041,2041,5.0,5.0,5.0,5.0,5.0,2021.01.22,넘넘 편해서 사진보다 커서 좋아요 색도 너무 이쁘네요,0,1
2042,2042,5.0,5.0,5.0,5.0,5.0,2021.01.22,정말편안한 의자 네요 짱추천합니다 후회없이 잘 쓸듯합니다,0,1
2043,2043,5.0,5.0,5.0,5.0,5.0,2021.01.22,소파는 너무 크고 티비볼때 쓰려고 구입했어요 하자없이 잘왔고 배송도 그다음날 바로 받았어요 근데 냄새가 많이나서 빼는데 꽤 걸릴거같아요,0,1
2044,2044,5.0,5.0,5.0,5.0,5.0,2021.01.22,조립식인줄알았는데 조립이다되서 고정만하면되니 좋아요,0,1
2045,2045,5.0,5.0,5.0,5.0,5.0,2021.01.21,받자마자 앉아봤는데 제일 낮은 높이로 하는게 편한거같아요 리뷰보고 발받침 같이 구매했는데 좋아요 편한건 기본 접었다 폈다 할수있다는게 장점인듯요,0,1
2046,2046,5.0,5.0,5.0,5.0,5.0,2021.01.21,만족해요 마지막 단계로 하고 발 올려 놓으면 잠이 솔솔 오는 기분,0,1
2047,2047,5.0,5.0,5.0,5.0,5.0,2021.01.21,가격에 비해 아주 예쁘고 튼튼한것 같아요,0,1
2048,2048,5.0,5.0,5.0,5.0,5.0,2021.01.19,그저께 주문하고 오늘 받았어요 완전 총알배송 맨날 퇴근 후에 방에 들어오면 침대에 누워만 있느라 이러면 안되겠다 싶어서 책 읽으려고 구매했습니다 조립할 필요 없이 완제품으로 왔고 높이 조절만 하면 돼서 완전 편해요 쿠션도 푹신하고 색도 진짜 예쁩니다 냄새는 약간 나서 섬유 향수 뿌려놨어요 앞으로 여기서 한 달에 한 권씩은 꼭 책 읽을거에요 히히 무조건 사세요 강추입니다,0,1
2049,2049,5.0,5.0,5.0,5.0,5.0,2021.01.19,설치하자마자 안락의자에 안락하게 바로 주무시는 냥이님 이쁘고 너무좋아용,0,1
2050,2050,5.0,5.0,5.0,5.0,5.0,2021.01.19,베란다에 두고 쓰려고 샀어요 폭신하고 무게 많이 나가는 사람도 괜찮네용 지금은 추워서 안에 놓고 있어요 방에는 바닥에 자국 날 수도 있어서 조심하세요 저는 본집에서 사용하느라 괜찮았어용 자국나도 베란다는 자국 안나더라고용 좀 지나면 사라지기도 하는거같아요 저는 너무 만족하며 잘 쓰고있어요 빨리 봄 되고 밖에두고 쓰고싶어요 따뜻한 햇살 받으면서,0,1
2051,2051,5.0,5.0,5.0,5.0,5.0,2021.01.19,생각보다 크긴했지만 편하고 좋아요,0,1
2052,2052,5.0,5.0,5.0,5.0,5.0,2021.01.19,한번 앉으면 편해서 벗어나기가 힘든 마력의 안락의자입니다 하나 더 살까 고민 중입니다,0,1
2053,2053,5.0,5.0,5.0,5.0,5.0,2021.01.19,발마사지할때 편하네요 기존의자보다 훨씬 편해요 가격대비 가성비 짱 제품 같아요,0,1
2054,2054,5.0,5.0,5.0,5.0,5.0,2021.01.19,아늑하고 튼튼하고 좋습니다 리뷰가 많은 이유가 있아요,0,1
2055,2055,5.0,5.0,5.0,5.0,5.0,2021.01.19,편안하고 좋아요 앉은 부분이 쫌 만 더 길엇으면 아쉬움이 잇지만 대체적으로 만족합니다 색깔도 맘에 들어요,0,1
2056,2056,5.0,5.0,5.0,5.0,5.0,2021.01.18,저렴한 가격에 편하고 좋은 의자 샀네요,0,1
2057,2057,5.0,5.0,5.0,5.0,5.0,2021.01.17,배송 빠르고 앉아있음 편해요 가격대비 아주만족스럽습니다,0,1
2058,2058,5.0,5.0,5.0,5.0,5.0,2021.01.17,아버지 사 드렸는데 넘 편하고 좋다고 하시네요 배송은 정말 총알 배송입니다 아직까지 솜이 꺼지거나 하지는 않았어요 자리도 크게 차지하지 않아 괜찮습니다,0,1
2059,2059,5.0,5.0,5.0,5.0,5.0,2021.01.16,배송 빠르고 생각이상으로 너무 좋아요 아이들도 좋아해서 하나 더 구매하려고요 근데 등받이에 뜯김 있어요 귀찮아서 그냥 쓰니 재구매 제품 품질검사 잘 해서 보내주세요,0,1
2060,2060,5.0,5.0,5.0,5.0,5.0,2021.01.16,배송도 빠르고 너무 마음에 듭니다,0,1
2061,2061,5.0,5.0,5.0,5.0,5.0,2021.01.16,너무 편해서 열개째 구입했답니다 감사합니다,0,1
2062,2062,5.0,5.0,5.0,5.0,5.0,2021.01.15,기울기 조절을 했더니 너무 편해요 쿠션도 푹신하고 스툴만 주문하면 끝일꺼같아요,0,1
2063,2063,5.0,5.0,5.0,5.0,5.0,2021.01.15,배송도 빠르고 편한고 높이 조절까지 되서 좋네요,0,1
2064,2064,5.0,5.0,5.0,5.0,5.0,2021.01.15,다행히 하자없는 제품 왔구요 너무너무 만족해요 마약의자 인테리어 효과도 굿입니다,0,1
2065,2065,5.0,5.0,5.0,5.0,5.0,2021.01.15,생각보다 많이 크고 공간 차지를 많이 합니다 그래도 디자인이 예쁘고 이 소파 하나 있다고 뭔가 감성적인 느낌이 드네용,0,1
2066,2066,5.0,5.0,5.0,5.0,5.0,2021.01.14,최고에요 너무 마음에 들어서 저도 하나 사고 남자친구도 하나 샀어요 편하고 예쁘고 다해요,0,1
2067,2067,5.0,5.0,5.0,5.0,5.0,2021.01.14,최고에요 너무 편하고 예쁘고 마음에 쏙입니다 진짜 편해요,0,1
2068,2068,5.0,5.0,5.0,5.0,5.0,2021.01.14,커버가 분리할수없어 세탁하기가 힘든 단점이 있지만 편안함이 좋고 디자인도 맘에 들어요,0,1
2069,2069,5.0,5.0,5.0,5.0,5.0,2021.01.13,무겁지만 그래서 더 튼튼한가같고 앉아있을때 매우편해요,0,1
2070,2070,5.0,5.0,5.0,5.0,5.0,2021.01.13,배송도 빠르고 성인남자가 앉아도 문제없습니다,0,1
2071,2071,5.0,5.0,5.0,5.0,5.0,2021.01.13,편하고 너무맘에 들어여 단계도 조정되구 좋네여,0,1
2072,2072,5.0,5.0,5.0,5.0,5.0,2021.01.13,원래는 안방 베란다에 놓으려고 했는데 주문한 소파가 오기전 일단 거실에 놓았어요 근데 어쩜 편하고 이쁘네요,0,1
2073,2073,5.0,,,,,2021.01.13,1년째 사용중입니다 앉았을때도 편하고 쿠션감도 조금 있어요 다만 커버분리가 되지않아 세탁이 어렵네요 아쉽습니다,0,1
2074,2074,5.0,,,,,2021.01.13,편하고 예쁘고 강아지랑 매일 여기서 낮잠자여,0,1
2075,2075,5.0,5.0,5.0,5.0,5.0,2021.01.12,조립 간편하구요 푹신해서 좋습니다 잘쓸게요,0,1
2076,2076,5.0,5.0,5.0,5.0,5.0,2021.01.12,이런 날씨에 배송도 빠르게 해주셔서 너무 감사합니다 여자 혼자서도 손쉽게 설치할 수 있고 무엇보다 앉았을때 너무 편안하네요 감사합니다,0,1
2077,2077,5.0,5.0,5.0,5.0,5.0,2021.01.12,의자랑 같이시켯는데 일단 애만 왓어요 의자처럼 앉앗는데 좋긴 좋아요 의자도 얼른왓음 좋겟어융,0,1
2078,2078,5.0,5.0,5.0,5.0,5.0,2021.01.12,디자인도 이쁘고 편해요 진작살걸 그랬어요,0,1
2079,2079,5.0,5.0,5.0,5.0,5.0,2021.01.11,이뻐요 분위기랑도 잘어울리고 매우 만족,0,1
2080,2080,5.0,5.0,5.0,5.0,5.0,2021.01.11,너무 너무 편안하고 울딸이 더조와 하네요,0,1
2081,2081,5.0,5.0,5.0,5.0,5.0,2021.01.11,너무 편하고 좋아요단점은 탈부착이 안되서 세탁이 어렵다는게,0,1
2082,2082,5.0,,,,,2021.01.09,다른 곳에서 구매했는데 지금도 여기 앉아서 쓰고 있어요 책 읽기 딱 좋아요,0,1
2083,2083,5.0,5.0,5.0,5.0,5.0,2021.01.09,18170 무리없이 편하게 쉽니다 전반적으로 만족 합니다,0,1
2084,2084,5.0,5.0,5.0,5.0,5.0,2021.01.09,쇼파 두기가 협소한 장소에 두개 설치했더니 공간 활용도가 좋습니다 물론 더 편한 것도 있구요,0,1
2085,2085,5.0,5.0,5.0,5.0,5.0,2021.01.09,조립도 다 돼서 오고 색상도 좋고 대 만족 입니다,0,1
2086,2086,5.0,5.0,5.0,5.0,5.0,2021.01.09,쓰다보니 조금 흔들려요 생각보다 엄청 편하진 않는거같은데 각도 조절도 되고 접이식인게 좋아요,0,1
2087,2087,5.0,5.0,5.0,5.0,5.0,2021.01.08,스툴먼저 도착했군요의자로도 활용가능하네요,0,1
2088,2088,5.0,5.0,5.0,5.0,5.0,2021.01.08,좋아요 발받침대가 있어야 더 편하게 사용해요,0,1
2089,2089,5.0,5.0,5.0,5.0,5.0,2021.01.08,첨에 뻑뻑해서 의자 펴는게 좀 어려웠는데 설치하니 집치랑 잘 어울리고 앉아보니 편해요 잘 산거 같아요,0,1
2090,2090,5.0,5.0,5.0,5.0,5.0,2021.01.08,말그대로 안락 그 자체 한개더사고싶네요,0,1
2091,2091,5.0,5.0,5.0,5.0,5.0,2021.01.07,접이식 릴렉스체어안락의자 3colors접이식 릴렉스체어안락의자 3colors 아주편안해요,0,1
2092,2092,5.0,5.0,5.0,5.0,5.0,2021.01.07,엄청 편해서 티비보기도 편하네요 가격대비 너무너무 좋아요,0,1
2093,2093,5.0,5.0,5.0,5.0,5.0,2021.01.07,의자너무편해요 만족합니다 추천 색도 예쁘고 너무너무 편해용,0,1
2094,2094,5.0,5.0,5.0,5.0,5.0,2021.01.05,베란다꾸미려고 샀는데 가격대비 진짜 좋은 것 같아요 별 기대안했는데 생각보다 편하고 좋네요,0,1
2095,2095,5.0,5.0,5.0,5.0,5.0,2021.01.05,매우 만족해요 편하고 좋아요 발 놓는거 산건 신의 한수,0,1
2096,2096,5.0,5.0,5.0,5.0,5.0,2021.01.04,크 생각보다 크지만 너무 편하고 좋네요,0,1
2097,2097,5.0,5.0,5.0,5.0,5.0,2021.01.02,방에서 책 읽으려고 샀어요 배송도 빠르고 다 조립되어서 와서 좋았고 의자도 푹신해요,0,1
2098,2098,5.0,5.0,5.0,5.0,5.0,2021.01.02,카키 그래이인데 카키에 더 가깝지만 그래도 이쁘고 나름 푹신해요 저는 스툴까지 사서 더 편하고 안락하게 사용하고 있어요,0,1
2099,2099,5.0,5.0,5.0,5.0,5.0,2021.01.01,이름있는 쇼파보다 쿠션감이 훨씬 좋아요,0,1
2100,2100,5.0,5.0,5.0,5.0,5.0,2020.12.31,나만의 공간 이제젤 좋아하는공간 여기서 스타트업보고있으면 너무행복함 냥이가 캣볼에 들어가쥬면 세상 다가진기분 너무 좋네요 오래앉으니까 쫌 다리쪽에 거치하는 나무대가 다리에느껴져서 살짝 불편하긴한데 그래서 발판이 필요한가바여 그래도 집이 좁아서 발판은 안삿을거같아요,0,1
2101,2101,5.0,5.0,5.0,5.0,5.0,2020.12.31,말그대로 안락의자네요 접이식으로 이동할수 있어서 좋구 3단계 조절이라서 휴식하기에도 편한거 같아요스툴도 같이 주문했는데 아직 배송전이라 같이못올렸네요 앉아보니깐 스툴이있으면 더 편할것 같아요 쿠션도 빵빵하구요하자없는 상품으로와서 기분 좋습니다,0,1
2102,2102,5.0,5.0,5.0,5.0,5.0,2020.12.31,이사한 집에 안착한 안락의자 빠른 배송에 감사해요 햇빛 아래 의자를 펴고 앉으니 귀차니즘이 발동하네요,0,1
2103,2103,5.0,5.0,5.0,5.0,5.0,2020.12.30,착석감도 좋고 아래 단으로 눕힘 정도가 조절되어서 좋았습니다 스툴과 함께 쓰는게 편해요,0,1
2104,2104,5.0,5.0,5.0,5.0,5.0,2020.12.30,되게 편해요 무게도 있어서 잘안움짓여서 안정적입니다,0,1
2105,2105,5.0,5.0,5.0,5.0,5.0,2020.12.30,큐션감도 조아요 예쁩니다 추천합니다 누워서 영화보기 추천ㆍ,0,1
2106,2106,5.0,5.0,5.0,5.0,5.0,2020.12.30,오 정말 뭔가 조금씩 묻어있네요 그래도 예쁘니까 그냥 쓰겠습니다 푹신해유,0,1
2107,2107,5.0,5.0,5.0,5.0,5.0,2020.12.29,너무 예뻐요 만족해요 정말 포근합니다,0,1
2108,2108,5.0,5.0,5.0,5.0,5.0,2020.12.29,생각했던 느낌 그대로 좋아요 티비보고 게임할때 그리고 앉아서 쉬는 용으로 샀는데 딱이네요 가격도 착하고 좋아요,0,1
2109,2109,5.0,5.0,5.0,5.0,5.0,2020.12.29,의자 너무 편해요 여기 앉아있음 잠이 사르르 오더라구요 풋스툴까지 같이 구매하시면 최고의 선물이예요,0,1
2110,2110,5.0,5.0,5.0,5.0,5.0,2020.12.28,디자인 너무 이뻐요 생각보다 컸지만 최애공간이 될 듯 해요,0,1
2111,2111,5.0,5.0,5.0,5.0,5.0,2020.12.28,생각보다 사이즈는 좀크지만 편하고 좋아요,0,1
2112,2112,5.0,5.0,5.0,5.0,5.0,2020.12.28,상품도 괜찮은걸로 왔고 배송도 괜찮았어요,0,1
2113,2113,5.0,5.0,5.0,5.0,5.0,2020.12.27,가격도 다른곳보다 좋은거같고 배송도 빠르고 마음에 들어요,0,1
2114,2114,5.0,5.0,5.0,5.0,5.0,2020.12.27,넘 편해요 신랑이랑 제꺼 샀는데 의외로 고양이도 안뛰어들고 젤 중요한건 너무편해요 누워있는것과 비교하기도 어려워요 감사합니다,0,1
2115,2115,5.0,5.0,5.0,5.0,5.0,2020.12.27,너무너무 편하고 색깔도 예쁘고 집안분위기가 따뜻해져요,0,1
2116,2116,5.0,5.0,5.0,5.0,5.0,2020.12.27,색도 이쁘고 폭신하고 집이랑도 잘 어울려요,0,1
2117,2117,5.0,5.0,5.0,5.0,5.0,2020.12.27,너어어어무 마음에 들어요 방 분위기가 완전 따수워졌어요,0,1
2118,2118,5.0,5.0,5.0,5.0,5.0,2020.12.25,죠아요 편안하고 인테리어에도 좋아요 집을 아직다꾸미지못햇는데 요거잇으니 이뻐보여요,0,1
2119,2119,5.0,5.0,5.0,5.0,5.0,2020.12.25,잘 쓰 고 있 습 니 다 아 아 아,0,1
2120,2120,5.0,5.0,5.0,5.0,5.0,2020.12.24,너무 만족해요 무조건 주문하세욯,0,1
2121,2121,5.0,5.0,5.0,5.0,5.0,2020.12.24,정리하고 찍은 사진이 없어서 의자 생각보다 편하구요 접어서 보관할 수 있어서 좋아요,0,1
2122,2122,5.0,5.0,5.0,5.0,5.0,2020.12.24,구매한지는 좀 됬는데 리뷰는 이제 올려요 쇼파 말고 가끔은 다른 의자에 앉고 싶고 누워있고 싶어 찾아보다 리뷰보고 구매했는데 가족들이 놀러오면 잘 사용하고 저도 앉고 누워보니 편하더라구요 높이도 조절이 가능하다는 점,0,1
2123,2123,5.0,5.0,5.0,5.0,5.0,2020.12.23,너무편하고 이뻐욯사길잘한거같아요,0,1
2124,2124,5.0,5.0,5.0,5.0,5.0,2020.12.23,아주 편안하네요 잘쓸게요,0,1
2125,2125,5.0,5.0,5.0,5.0,5.0,2020.12.22,이사라 배송도 지정날짜에 해주시고 앉아보니 편하다고 좋아하네요,0,1
2126,2126,5.0,5.0,5.0,5.0,5.0,2020.12.22,엄청 편하네요 좀 커서 방에놓을 위치가 애매하긴한데 앉으면 너무편하고아늑해요,0,1
2127,2127,5.0,5.0,5.0,5.0,5.0,2020.12.22,몇 년 동안 잘 쓰는 중이에요 아주 튼튼해요 색도 예뻐요 진짜 편함,0,1
2128,2128,5.0,5.0,5.0,5.0,5.0,2020.12.21,배송 완전 빨랐어요 다른 색을 사고팠지만 없어서 그래도 좋은 가격에 이쁜 제품을 구매해서 좋네요,0,1
2129,2129,5.0,5.0,5.0,5.0,5.0,2020.12.21,가격저렴하고 디자인도 이쁘구좋아요 오래앉아있음 불편하긴하지만 그래도 편하고 좋아요,0,1
2130,2130,5.0,5.0,5.0,5.0,5.0,2020.12.21,안락하고 편안한 의자입니다 좋습니다,0,1
2131,2131,5.0,5.0,5.0,5.0,5.0,2020.12.20,발 올려 사용하니 훨씬 편해요 접이식이라 정리하기 좋아요 세탁은 조금 고민되구요 자크로 씌우고 벗길 수 있는 얇은 커버가 하나 추가되면 좋을텐데세탁부분은 고려를 안한듯 좀 더럽혀져 왔었어요 갑자기 생각나서 수정해 올립니다,0,1
2132,2132,5.0,5.0,5.0,5.0,5.0,2020.12.20,예쁘고 튼튼하고 배송도 빨랐어요 감사합니다,0,1
2133,2133,5.0,5.0,5.0,5.0,5.0,2020.12.19,편해서 침대말고 여기 누워있기만해요 발받침없어서 그게 불편해요,0,1
2134,2134,5.0,5.0,5.0,5.0,5.0,2020.12.19,너무 좋아요 잘뻔했어요 쿠션감은 애매하지만 모난 곳없이 깔끔해요,0,1
2135,2135,5.0,5.0,5.0,5.0,5.0,2020.12.18,의자 팔다리 못으로 그어놓은것처럼 스크래치 다나있고 빨간 물감자국같은거묻어있고 기스가 한두군데도아니고 눈에 너무 선명히 보이니까 이런걸 새상품이라고 갖다주는 브랜드가 그냥 싸니까 사는거지 믿고사는 곳은아닌거라고확신 일단 검수를 제대로안하고 이렇게 커다란박스를 다시보내야되는데 왜두번일을 하게만드는지 교환하긴하는데 불안하긴불안 중간과정이 되게 허술할거같은느낌이듬,0,1
2136,2136,5.0,5.0,5.0,5.0,5.0,2020.12.18,아빠다리늘할수있는게 큰장점이네요 디자인도예쁘고 맘에듭니다,0,1
2137,2137,5.0,5.0,5.0,5.0,5.0,2020.12.18,굿 너무좋고 너무예쁘고 너무 좋아요 짱,0,1
2138,2138,5.0,5.0,5.0,5.0,5.0,2020.12.18,회사 스튜디오에서 사용할려고 구매했는데 왠열 집에다가 놓고싶을정도로 엄청나게 편함,0,1
2139,2139,5.0,5.0,5.0,5.0,5.0,2020.12.17,너무 예뻐요 누우면 넘 편안해요,0,1
2140,2140,5.0,5.0,5.0,5.0,5.0,2020.12.16,가성비가 너무 좋코 굉장히 만족합니다,0,1
2141,2141,5.0,5.0,5.0,5.0,5.0,2020.12.16,각도 조절도 되고 엄청 편하네요 허벅지부분에 지지대가 좀 걸리긴하지만 방석하나 두면 좋을거같아요 퇴근후가 기다려지는 편한 쇼파입니다 디자인도 이뻐서 기분이 더 좋아요,0,1
2142,2142,5.0,5.0,5.0,5.0,5.0,2020.12.15,너무 편해서 계속 앉아있게 되는거같아요,0,1
2143,2143,5.0,5.0,5.0,5.0,5.0,2020.12.15,세일하는 색상이 이 색상밖에 없어서 사긴 해서 쫌 아쉽네여 가격대비 만족입니다,0,1
2144,2144,5.0,5.0,5.0,5.0,5.0,2020.12.15,의자가 엄청엄청 편해요 잠들뻔가성비 최고입니다,0,1
2145,2145,5.0,5.0,5.0,5.0,5.0,2020.12.14,이거 정말 너무 좋아요 조립 걱정했는데 조립도 다되어있고,0,1
2146,2146,5.0,5.0,5.0,5.0,5.0,2020.12.14,진짜 넘 만족합니다 엄청 편해요,0,1
2147,2147,5.0,5.0,5.0,5.0,5.0,2020.12.13,배송도 정말빠르고 사진보다 실물이예뻐요,0,1
2148,2148,5.0,5.0,5.0,5.0,5.0,2020.12.13,한 번 앉으면 일어나기 싫은 마약 의자입니다 사세요,0,1
2149,2149,5.0,5.0,5.0,5.0,5.0,2020.12.13,생각보다 좀 크긴한데 조절이 가능해서 밥먹을때 앉아도 괜찮을 정돈 됩니다,0,1
2150,2150,5.0,5.0,5.0,5.0,5.0,2020.12.13,3단계로 누울수있고 목까지 받쳐주니 편합니다 무겁긴한데 잘 사용중입니다,0,1
2151,2151,5.0,5.0,5.0,5.0,5.0,2020.12.13,색상도 이쁘고 편해서 좋아요 굿굿 추천합니다,0,1
2152,2152,5.0,5.0,5.0,5.0,5.0,2020.12.13,방에 빔설치햇거디요 누울으자를찾아서 여기까지왔엉요 일단 가격착하구요 배송빠릅니당 냄새는좀나는데 없어겠조뭐,0,1
2153,2153,5.0,5.0,5.0,5.0,5.0,2020.12.13,고민 정말 많이 하고 샀는데 뿌듯 전에 살던집에는 놓을 공간이 없어서 이사하면 사야지 하고샀는데 깜짝놀랬어요 너무폭쉰하고 편해요 사이즈도 맘에들어서 이사하고 셋째날부터 저기서 티비도보구 핸드폰두하고 편안해요 잘샀어요,0,1
2154,2154,5.0,5.0,5.0,5.0,5.0,2020.12.13,이뻐용 접이식이라 좋아요 잘쓰고있어요,0,1
2155,2155,5.0,5.0,5.0,5.0,5.0,2020.12.12,생각보다 큽니다 쿠션깔고 잘 쓰고있습니다,0,1
2156,2156,5.0,5.0,5.0,5.0,5.0,2020.12.12,허술하게 생겼는데 앉으면 의외로 편안한 마법,0,1
2157,2157,5.0,5.0,5.0,5.0,5.0,2020.12.12,삼단으로 높이 조절되고 착좌감이 좋습니다,0,1
2158,2158,5.0,5.0,5.0,5.0,5.0,2020.12.12,빛땜에 색이 연하게 나왔어요좀더 어둡고진한색이에요너무맘에들어요,0,1
2159,2159,5.0,5.0,5.0,5.0,5.0,2020.12.11,이글을보는당신 고민말고 뮤조건 살것 이만한 가성비 없음 강추 크기가 생각보다 큼,0,1
2160,2160,5.0,5.0,5.0,5.0,5.0,2020.12.10,너무이뻐요 꼭사세요 편하고좋아요 잘삿어요,0,1
2161,2161,5.0,5.0,5.0,5.0,5.0,2020.12.10,귀엽구 튼튼하네요 잘사용할게요,0,1
2162,2162,5.0,5.0,5.0,5.0,5.0,2020.12.10,2개 구매했습니다 가성비 최고입니다,0,1
2163,2163,5.0,5.0,5.0,5.0,5.0,2020.12.10,배송 무척 빠릅니다 무엇보다 안락합니다,0,1
2164,2164,5.0,5.0,5.0,5.0,5.0,2020.12.10,스툴이 색상이 없어서 아쉬웠는데 자취하면서 티비 볼 때 너무 편해요 티비보다 잠 듭니다,0,1
2165,2165,5.0,5.0,5.0,5.0,5.0,2020.12.10,완전너무편해요 진짜이쁘죠 사길잘했어요 책편히볼수있겠어요,0,1
2166,2166,5.0,5.0,5.0,5.0,5.0,2020.12.10,생각보다 낮아서 소파용도로는 좋을가같은데 책상앞에 쓰랴했는데 그건 불편해서 화장대 의자로,0,1
2167,2167,5.0,5.0,5.0,5.0,5.0,2020.12.09,저렴해서 그다지 안편하면 어쩌지 걱정했는데 너무편해요,0,1
2168,2168,5.0,5.0,5.0,5.0,5.0,2020.12.08,저희집고양이가 여기서 내려올 생각을 안해요 넘 좋나봐요 제의자인데,0,1
2169,2169,5.0,5.0,5.0,5.0,5.0,2020.12.07,빠른배송이 너무 마음에들어요 생각보다 푹신하니 좋아요 세탁걱정안하려면 커버사 필요할듯 하네요,0,1
2170,2170,5.0,5.0,5.0,5.0,5.0,2020.12.07,생각한것보다 크기가 크지만 되게 푹신하고 의자가 좋아요,0,1
2171,2171,5.0,5.0,5.0,5.0,5.0,2020.12.07,색상 디자인 실용성 가격 모두 만족합니다 다만 오래 앉아있으면 뒷목이 좀 뻐근한감은 있네요 그래도 작은집에 소파말고 이런 작은 의자 하나 두시면 삶의질 올라갑니다,0,1
2172,2172,5.0,5.0,5.0,5.0,5.0,2020.12.07,정맣 편안합니다 잘 쓸게요 많이 파세요,0,1
