,user_name,total_star,durability_star,price_star,design_star,delivery_star,date,review,help,sentiment
2947,-쪼꼬밍,5.0,5.0,5.0,5.0,5.0,2020.05.02,"저희집 24평 아파트 좁은베란다 (폭 110정도)에 꼭 들어갑니다. 다른분들 리뷰 보면서 크기 가늠이 잘 안되길래, 크기보시라고 베란다 창쪽에 붙여서 찍어봤습니다. 뒤편 건조기로 건너갈때 좁아서 편하진 않으나 왔다갔다하는데 큰 무리는 없네요. 내구성 좋고 쿠션이 바둑판에 단추가 있어 살짝 배기는 감은 있으나 편하고 좋아요. 부드럽고 두터운 패브릭으로 커버링 하면 더 좋을듯 하네요. 침대에 기대있거나 쇼파에 기대는거보다 이 의자가 젤 편해서 앞으로 제 고정 지정석 될듯 ㅎㅎ 참, 냄새도 없습니다. 박스에서 냄새가 많이 나니 빨리 자리시고요 ㅎㅎ 햇살들어오는 창가에 기대앉아 스툴에 다리올리고 있으니 잠이 솔솔 옵니다. 책도 읽고 차도마시고 폰할때도 여기 앉아있으니 너무 좋으네요. 베란다 이렇게 쓰는거 겨울빼곤 다 될듯합니다 ㅎ 어찌보면 창고되거나 활용못하고 죽는공간이 되기 쉬운데 의자하나로 나만의 힐링공간으로 탈바꿈 했습니다.",0,1
2948,"박주원(김도훈,태훈)93",5.0,5.0,5.0,5.0,5.0,2020.05.02,베란다에 놓았더니 너무 좋아요. 가격대비 품질도 좋고 제가 좋아하는 오렌지 칼라 너무 에뻐요,0,1
2949,선서니잉,5.0,5.0,5.0,5.0,5.0,2020.05.02,색감도 너무 이쁘구 하자없이 왓어용 배송은 주말공휴일 포함해서 일주일 걸린듯해여,0,1
2950,두두가대세,5.0,5.0,5.0,5.0,5.0,2020.05.01,가격대비짱... 너무편해요 ㅠㅠㅠㅠㅠㅠ 색도예쁘고 스툴품절이라 아쉬워요.. ㅠㅠ,0,1
2951,귤국밥,5.0,5.0,5.0,5.0,5.0,2020.05.01,편해요 밥 먹고 앉아있기 너무 좋아요,0,1
2952,은주311,5.0,5.0,5.0,5.0,5.0,2020.05.01,완전이뻐요~~자취하는딸이 편하게쓸것같아요~~푹신하고좋아요~^^,0,1
2953,구루미쿠키,5.0,5.0,5.0,5.0,5.0,2020.05.01,튼튼해서 너무 좋아요 일단 굉장히 편해서 한번 앉으면 안일어나거싶음,0,1
2954,오잉ㄱㄸㄷ,5.0,5.0,5.0,5.0,5.0,2020.04.30,잘산거 같아요 짱편해용 근데 색깔이 그레이얏다먄 조앗을텐데 ㅠㅠ제가 잘못선택했나뵈요 하지만 너무 조아요 맘에들아욧,0,1
2955,jyj1722,5.0,5.0,5.0,5.0,5.0,2020.04.30,의자 디자인 색상은 넘 이쁜데 저한텐 의자가 앉는 부분이 좀 짧아서 완전 편하진 않아요 집에 이케아 릴렉스를 사용해서 그런가 많이 짧은 느낌 요건 다리스툴이 꼭 필요할 듯 해요 스툴 입고되는대로 구입해야겠네요 인테리어용으론 세상 이쁩니다,0,1
2956,도니당근,5.0,5.0,5.0,5.0,5.0,2020.04.30,이틀만에 왔구여 이 가격에 이 정도 편하고 튼튼한 의자 없을듯.. 집에 오자마자 앉아있음여. 젤 낮게 해서 반쯤 누워있으면 신선놀음 따로 안 해도 됨,0,1
2957,장혜리니,5.0,5.0,5.0,5.0,5.0,2020.04.30,배송도 시킨 물건중에 제일 먼저 왔고 튼튼해요 생각보다 좀 크긴 하지만 안락하고 좋네요 다만 냄새가 좀 많이 나네요 빠지겠죠..?,0,1
2958,처리츄,5.0,5.0,5.0,5.0,5.0,2020.04.30,너무 마음에 들어요 사진 보다 실물로 봣을때 갓성비르 생각 들어여ㅎㅎ,0,1
2959,쥬니하우스22,5.0,5.0,5.0,5.0,5.0,2020.04.30,잘쓰고있어요 아이랑 앉아 책도 보고 무엇보다 색상 디자인이 예뻐요,0,1
2960,샤샤이2,5.0,5.0,5.0,5.0,5.0,2020.04.30,색깔도 배송도 빨리 오고 이쁘고 아주편한합니다.,0,1
2961,모라토리움,5.0,5.0,5.0,5.0,5.0,2020.04.29,조립도 필요없이 펼치면 됩니다. 배송 빠르고 안전했습니다. 편안한 마약의자라 앉으면 내려오기 싫어집니다.ㅎㅎ,0,1
2962,세훟니,5.0,5.0,5.0,5.0,5.0,2020.04.29,산지 꽤 됐지만 아직까지 너무 잘 사용하고 있어요~,0,1
2963,산사쿙,5.0,5.0,5.0,5.0,5.0,2020.04.29,쿠션도 좋고 편합니다! 가성비 좋아요! 만족만족합니다!,0,1
2964,바므율,5.0,5.0,5.0,5.0,5.0,2020.04.29,처음엔 냄새가 나는데 너무 편하고 좋아요,0,1
2965,지뽕구,5.0,5.0,5.0,5.0,5.0,2020.04.29,배송 빠르고 가성비 좋네요 잘산거같습니다,0,1
2966,kawaiieu,5.0,5.0,5.0,5.0,5.0,2020.04.29,설치가 너무쉽고 앉으면 잠이쏟아질정도로 편해요~ 의자각도조절도 가능해서 좋습니다,0,1
2967,시퍼런김껄룩,5.0,5.0,5.0,5.0,5.0,2020.04.28,각도 조절도 되고 맘에 듭니다 그리고 보기보다 편하네요 가성비 아주 좋습니다,0,1
2968,euceri,5.0,5.0,5.0,5.0,5.0,2020.04.28,편하고 넘 좋네요!! 맘에들어요^^,0,1
2969,김현정(일랑이랑)33,5.0,5.0,5.0,5.0,5.0,2020.04.28,침대서 엎치락 거리며 가~끔 책읽을때 힘들었참 이사후 방에 공간도 생기고해서 오늘의 집서 여러가지 찾던중 눈에 띄어서 후기도 대단하고 가격도 착하고 가구색 커튼색이랑 딱인 색상도 있고 시트 찰부착 가능해서 좋고 주문 빠른배송 일날 밤주문 화날 낮12시전 도착 앉아보니 짱짱하고 똥손으로 사진도 올려봅니다 의자에 앉아서~ 진짜 편해요~ 푹꺼지지 않고 공간만 된다면 구매후 후회는 절대 없을꺼예요~,0,1
2970,Regina22,5.0,5.0,5.0,5.0,5.0,2020.04.27,"배송도 삼사일만에 오고, 견고하고 편합니다! 강추합니다",0,1
2971,하닝이,5.0,5.0,5.0,5.0,5.0,2020.04.27,엄청 편하고 좋네용 ㅎㅎ 날좋은 날 앉아서 창밖에 보면 힐링각 ㅠ,0,1
2972,슬엄생리나,5.0,5.0,5.0,5.0,5.0,2020.04.27,좋아요. 책읽기도 좋고 일인안락의자로 안성맞춤이에요,0,1
2973,듀디3334,5.0,5.0,5.0,5.0,5.0,2020.04.27,친구들이 놀러왔다가 이 의자 얘기만 해요 너무 편해서 가져가고 싶다구요.,0,1
2974,찐육찐,5.0,5.0,5.0,5.0,5.0,2020.04.25,카페에서 봤던 1인 쇼파를 찾다가 똑같은 걸 찾아서 바로 겟했어요!!! 이미 동일싱품에 앉아보고 산거라 역시 맘에듭니다 ㅎㅎ 저 민트색은 어느 인테리어에나 어울릴거같아요,0,1
2975,touchabledream,5.0,5.0,5.0,5.0,5.0,2020.04.25,무념무상하게 되는 편안함...스툴 꼭 같이 하세요! 다리 올려놓으니 너무나 좋습니다:) 스툴은 조립형이지만 어렵진 않았어요. 컬러도 은은하니 좋아요. 저는 화려한 패브릭을 계절별로 바꿔보려구요ㅎㅎ,0,1
2976,나혼자찐다,5.0,5.0,5.0,5.0,5.0,2020.04.25,사진과같고 만족합니다 추천ㅎㅎㅎㅎㅎㅎ,0,1
2977,ssomaeng,5.0,5.0,5.0,5.0,5.0,2020.04.25,"생각보다 배송이 빨랐어요 . 색상도 너무도 이쁜 색이라서 ,한번 반하고 ,심지어 가격도 저렴한데 편해서 대대만족입니다:)",0,1
2978,새물결,5.0,5.0,5.0,5.0,5.0,2020.04.25,편안하고 좋습니다. 다만 다리 바치는 것이 필요할 것 같아요. 좌식으로 다리를 포개어 앉으면 길이가 짧은 감이 있습니다. 물론 좌식으로 앉을 용도가 아니긴 하지만요. 전체적으로 만족합니다.,0,1
2979,ㅣㅣㅣ?,5.0,5.0,5.0,5.0,5.0,2020.04.24,너무 편안해서 앉아잇기만해도 잠이 솔솔,0,1
2980,다니따니,5.0,5.0,5.0,5.0,5.0,2020.04.24,우리집 개ㅅ...아니 개님이 이갈이한다고 나무부분을 다 조져놓았지만 뭐 그래도 앉을수는 있어요 촤하하 지금은 저 사진보다 더 처참하게 조져졌기때문에 그나마 옛날사진 올립니다.... 의자 정말 편하고 강아지들한테 좋은 장난감입니다 굿굿..... 맨날 저기서 몸 동그랗게 말고 자고있어요. 쟤도 편한가봐요.,0,1
2981,도넛매ㄴ,5.0,5.0,5.0,5.0,5.0,2020.04.24,"너무 편하고, 조립도 다 되어있어서 신경쓸게 없네요",0,1
2982,림🏡🏠🏡🏖🏘🧱,5.0,5.0,5.0,5.0,5.0,2020.04.24,의자 좋아요 푹신합니다^~^ 색만 방이랑 어울리는 담요 덮으면 될 것 같아요! 만족합니다~,0,1
2983,밍꾸⁶,5.0,5.0,5.0,5.0,5.0,2020.04.23,진짜 잘삿어요 더는 못일어나요 다만 엉덩이 부분 솜이 잘 몰리고 꺼져요,0,1
2984,우순이두기,5.0,5.0,5.0,5.0,5.0,2020.04.23,일단 펴기만 하면 되서 편하고 앉으면 일어날수 없다더니 이해가 1만프로 . 진짜 완벽 단점을 못 찾겠어요 . 진짜 이건 짱임,0,1
2985,황장익93,5.0,5.0,5.0,5.0,5.0,2020.04.23,아주 마음에 들어요~! 번창하세요^^,0,1
2986,yona9,5.0,5.0,5.0,5.0,5.0,2020.04.22,장점 안락하고 편합니다 단점 포근히 감싸는 느낌인데 묘하게 허리가 아프네요 커버 세탁시 나사를 풀어야 커버분리가 됩니다,0,1
2987,희다인,5.0,5.0,5.0,5.0,5.0,2020.04.22,"색 너무 예뻐요! 배송도 엄청 빨리 왔고, 조립이 다 되어있어서 피기만 하면 되니 너무 편하네요. 앉아있는데 너무 편해요 잘쓸게요",0,1
2988,세담이자담이,5.0,5.0,5.0,5.0,5.0,2020.04.22,의자 너무 좋습니당~ 9살딸이 엄마 그냥암때나앉음 되지!왜샀엉 하더니 저기서 내려올 생각을 않네요ㅋㅋㅋㅋㅋ뿌듯합니당~남편도 저도 아이도 최애자리가 되었습니다ㅋㅋ,0,1
2989,두슬맘,5.0,5.0,5.0,5.0,5.0,2020.04.22,"집이 작아서 쇼파는 부담스럽고 적당한 암체어 찾고 있었는데 ,,보자마자 반했어요~ 받아보니 더 맘에 드네요 ㅋ 가족들도 다 좋아하고, 앉아보니 정말 편하네요~강추!! ^^",0,1
2990,geaw2342,5.0,5.0,5.0,5.0,5.0,2020.04.22,발받침 조립하느라 애먹었는데 완성하고 앉아보니 사길 잘했다는 생각이 드네요,0,1
2991,뚜♡키,5.0,5.0,5.0,5.0,5.0,2020.04.21,편안한 휴식을 선물하는 의자 조립 간편 생각보다 사이즈 커서 좋아요,0,1
2992,zacfron,5.0,5.0,5.0,5.0,5.0,2020.04.21,"완벽해요. 퇴근후의 휴식, 꿀만 같습니다 ㅎㄹ",0,1
2993,minubaba,5.0,5.0,5.0,5.0,5.0,2020.04.21,화면과 그대로네요. 의자가 너무 편해서 힐링체어예요 가격도 너무 착하고 가성비 좋아요. 면재질이라 세탁하기 어려울꺼같아 평소에서 위에 담요같은 천 깔고 앉아요. 목 척추 안좋으신 저희 엄마가 너무 좋아하셨어요,0,1
2994,1995J,5.0,5.0,5.0,5.0,5.0,2020.04.21,색상도 예쁘고 편해요 생각보다 크기는 커요,0,1
2995,호랑이아영,5.0,5.0,5.0,5.0,5.0,2020.04.21,생각보다 편하고 안정감 있어요 발스툴 같이 꼭 사세요,0,1
2996,커몬정,5.0,5.0,5.0,5.0,5.0,2020.04.19,친구 선물로 사줬는데 편하다고 맘에 들어합니다~ 저도 놀러갔을 때 서로 안겠다고 자리싸움했어요 ㅋㅋ,0,1
2997,이태우/태리우스,5.0,5.0,5.0,5.0,5.0,2020.04.19,캠핑장에서 장박텐트에 사용중입니다. 쿠션대박 3단각도조절 대만족 .. 하나 더 구입 예정 입니다.,0,1
2998,쉴즈3,5.0,5.0,5.0,5.0,5.0,2020.04.18,배송빠르고 사이즈도좋고 앉아보니 편하네요.,0,1
2999,윤정♡(윤스타),5.0,5.0,5.0,5.0,5.0,2020.04.16,편하고 좋아요. 처음왔을때는 기름냄새?같은게 넘 심해서 베란다에뒀는데도 냄새가 나더라고요. 지금은 쓰다보니 없어져서 괜찮아요. 시트를 빨기 힘드니 커버를 씌워서 쓰는게 좋을거같아요!,0,1
3000,댕댕소녀,5.0,5.0,5.0,5.0,5.0,2020.04.16,의자 받자마자 뜯어봤는데 생각보다 무게도 있고 튼튼하더라구요! 가격대비 아주 만족합니다~ 첨에 의자에 먼지? 같은게 살짝 묻어있었는데 청소기로 한번 청소하니 깔끔하구요 엄청 편해요~ 잘쓰겠습니다,0,1
3001,서콩쥐,5.0,5.0,5.0,5.0,5.0,2020.04.15,의자 가격대비 좋아요ㅎㅎㅎ 제껀데 애기가 좋아하네요,0,1
3002,식혜냠냠,5.0,5.0,5.0,5.0,5.0,2020.04.15,편해요 고장도 안났고 몇년간 잘 쓰고있습니다,0,1
3003,오늘의준,5.0,5.0,5.0,5.0,5.0,2020.04.14,좋습니다......!!!!!!!!!!!,0,1
3004,갱~❤,5.0,5.0,5.0,5.0,5.0,2020.04.14,후기그대로 앉았을때 편안해요 잘산거같아요,0,1
3005,저너머에,5.0,5.0,5.0,5.0,5.0,2020.04.14,의자가 넘 편해요. 개인적으로 허리가 좀 아픈데 하루종일 앉아있어도 피곤하지가 않아요~,0,1
3006,kkwonbor,5.0,5.0,5.0,5.0,5.0,2020.04.13,편하게 잘사용하고 있어요. 좀 사용하다보니 허벅지 닿는 부분이라고 해야하나 그쪽이 조금 밀리기는하는데 잘사용하고있어요.,0,1
3007,곰돌이푸우욜,5.0,5.0,5.0,5.0,5.0,2020.04.13,쿠션감도 좋고 앉으면 편하고 좋습니다,0,1
3008,닁눙닝잉,5.0,5.0,5.0,5.0,5.0,2020.04.12,제품도 마음에 들고 배송 빠르고 좋습니다! 편하게 앉아있을수 잇어요 ㅎㅎ,0,1
3009,뷰티플라이프7,5.0,5.0,5.0,5.0,5.0,2020.04.11,엄청 편해요 후기가 많은건 이유가 있네요 이번에 처음으로 이것저것 구입해보았는데 다 좋아요,0,1
3010,마포대교느ㄴ,5.0,5.0,5.0,5.0,5.0,2020.04.11,의자는 튼튼하고 좋은데 다리받침이 같이 색이 없어 아쉽습니다.,0,1
3011,aayim,5.0,5.0,5.0,5.0,5.0,2020.04.10,의자 편하고 튼튼하고 이쁘고 다 좋아요.,0,1
3012,달옹옹옹,5.0,5.0,5.0,5.0,5.0,2020.04.08,지인 선물해드렸는데 너무 좋아하세요~~ 너무 편하고 좋대용,0,1
3013,ckr****2,5.0,5.0,5.0,5.0,5.0,2020.04.08,원룸이라 작은 소파겸 으로 샀는데 튼튼하고 좋아요~~,0,1
3014,미날89,5.0,5.0,5.0,5.0,5.0,2020.04.08,베란다에 두려고 샀어요^^ 배송 빠르고 조립되어와서 편해요! 안락합니당,0,1
3015,쓰띠치,5.0,5.0,5.0,5.0,5.0,2020.04.07,너무좋어요 조립도 따로안해도되서 편하네용 ㅎ,0,1
3016,김지혜176,5.0,5.0,5.0,5.0,5.0,2020.04.07,진짜편해요 풋스툴도 같이 구매하면 꿀잠 예약일듯요,0,1
3017,choimr,5.0,5.0,5.0,5.0,5.0,2020.04.06,베란다에 놓고 저녁 노을을 보며 멍 때리며 있기 너무 좋아요^^,0,1
3018,선심쓰,5.0,5.0,5.0,5.0,5.0,2020.04.06,진짜 호텔수건과 함께 삶의 질을 높여주는 템중 하나에요 너무 좋아요ㅠㅠㅠㅠ,0,1
3019,봉자냥,5.0,,,,,2020.04.06,"저러고 노트북 하면 개꿀입니다 ,,, 너무 편해요 꼭사세요",0,1
3020,주니마미5,5.0,5.0,5.0,5.0,5.0,2020.04.05,편하고 아주 예쁩니다.. 발 받침도 함께 사고 싶으나 품절이라.... 안타깝네요~~,0,1
3021,루비238,5.0,5.0,5.0,5.0,5.0,2020.04.05,튼튼해요 생각보다 튼튼하구 편합니다 다만 각도조절이 수동이예요 그래두 가격대비좋습니다,0,1
3022,고고씽씽~,5.0,5.0,5.0,5.0,5.0,2020.04.05,리뷰가 대체로 좋아서(마음에 걸리는 리뷰가 몇개 있어서 조마조마하며) 기다렸는데 의자 편하네요~~개인적으로는 이케아 의바보다 편합니다~~발 올려놓을 부분있으먄 완벽할듯하여 스툴이나 작은 테이블 사려합니다,0,1
3023,보쁘ㄴ,5.0,5.0,5.0,5.0,5.0,2020.04.05,택배 부피가 생각보다 커서 너무 놀랐어요 ㅋㅋㅋ 진짜 편하고 너무 예빠요,0,1
3024,cho.ij,5.0,5.0,5.0,5.0,5.0,2020.04.02,일단 편하구 앉아있으면 잠이 솔솔와요 퇴근하고 나서 꼭 앉아요,0,1
3025,하로하,5.0,5.0,5.0,5.0,5.0,2020.03.30,안락의자 2년 넘게 잘 쓰고 있어요ㅎㅎ,0,1
3026,노땅신혼,5.0,5.0,5.0,5.0,5.0,2020.03.29,진짜편안하고좋아요 진짜 발둘곳이 있으면 더 좋을듯이요~^^♡,0,1
3027,김미영116,5.0,5.0,5.0,5.0,5.0,2020.03.28,생각했던거보다훨예뻐요~^^ 저렴이로 득템했습니다~,0,1
3028,집과휴식,5.0,5.0,5.0,5.0,5.0,2020.03.28,쇼파대신 휴식의자로 쓰고 있는데 편하고 좋아요^^,0,1
3029,뽕삼97,5.0,5.0,5.0,5.0,5.0,2020.03.28,푹신푹신하고 좋네요. 앉으면 축 늘어지는것 같아요 ㅋㅋ,0,1
3030,닉네임맨날어려워,5.0,5.0,5.0,5.0,5.0,2020.03.28,생각보다 조금 큰것 같은데 너무 편해요ㅠㅠㅠ좋습니다,0,1
3031,kkim혀나,5.0,5.0,5.0,5.0,5.0,2020.03.28,와 너무 예뻐요 강추강추 진짜 포근해요ㅠㅠㅠㅠ,0,1
3032,작은돌담길,5.0,5.0,5.0,5.0,5.0,2020.03.27,아주 잘 쓰고있어요~ 다리도 쭉 필수있고 좋아요!,0,1
3033,콩당무,5.0,5.0,5.0,5.0,5.0,2020.03.27,이가격에...이 퀄리티 너무 좋아용!! 원목컬러도 이뿌고 패브릭도 도톰해서 튼튼해요 가격대비해도 대대대만족입니다!,0,1
3034,_jueun,5.0,5.0,5.0,5.0,5.0,2020.03.27,사진과 똑같고 예쁩니다~ 잘쓸게요!!!,0,1
3035,용기만점,5.0,5.0,5.0,5.0,5.0,2020.03.27,생각보다 사이즈도 큰편이고 편해요. 접이식이라 보관도 용이할것 같아요~~,0,1
3036,부산갈매기90,5.0,5.0,5.0,5.0,5.0,2020.03.26,조립되어온 상품이라 펼치기만하면 되었습니다 그래서 상당히 편리했고 배송 역시 상당히 빠르게 와서 만족스러운 상품입니다,0,1
3037,한승혜이,5.0,5.0,5.0,5.0,5.0,2020.03.26,깔끔하고 예뻐서 원룸에서 사용하기 좋아요~,0,1
3038,독신근육남,5.0,5.0,5.0,5.0,5.0,2020.03.26,배송도 빠르고 일단 너무 편해요 또 구매하고 싶어요,0,1
3039,토뇽🍋,5.0,,,,,2020.03.25,너무 편해요 폭신폭신! 그리고 이뻐요 ㅠㅠ!! 강추,0,1
3040,김종우68,5.0,5.0,5.0,5.0,5.0,2020.03.25,사이즈도 좋고 예쁘고 각도 조절도되고 편해요,0,1
3041,크_앙,5.0,5.0,5.0,5.0,5.0,2020.03.25,조립되어 오는 제품이라 설치도 쉽고 안락해서 좋아요.,0,1
3042,냐너나나,5.0,5.0,5.0,5.0,5.0,2020.03.25,예뻐요 진짜 너무 이쁘고 좋은데 의자 앉으니까 잘밀려서.. 바닥에 기스가 날거 같더라구요 그래서 카펫 하나 사서 깔려구요,0,1
3043,Sssimji,5.0,5.0,5.0,5.0,5.0,2020.03.25,생각보다 무거워서 놀랬어용 잘사용하고 있어요 엄청편해요,0,1
3044,원지꿍2,5.0,5.0,5.0,5.0,5.0,2020.03.25,말그대로 안락하고 편안 ㅠㅠ 너무 좋아요 제 인생의자~ 배송도 이사일 맞춰서 요청드렸는데 딱맞춰서 보내주셨드라구용 히 감사합니다 잘쓸께용,0,1
3045,늘보인디,5.0,5.0,5.0,5.0,5.0,2020.03.24,완전 편하고 좋아요♥︎ ♥︎ 각도도 조절할 수 있고 낮잠 자면 꿀일듯해용,0,1
3046,눈이빨간굴비,5.0,5.0,5.0,5.0,5.0,2020.03.24,완전 좋아요^^ 너무 푹신하고 너문 안락해요,0,1
3047,시크릿 가든,5.0,5.0,5.0,5.0,5.0,2020.03.24,가성비좋구요 지금아주잘사용하구있습니다!,0,1
3048,gaara90,5.0,5.0,5.0,5.0,5.0,2020.03.23,편안합니다 각도 조절 좋고 가격도 좋고 다좋네요~ 혼자 눕듯 앉아 넷플 봅니다.,0,1
3049,오공이11,5.0,5.0,5.0,5.0,5.0,2020.03.23,만족해요 ! 생각보다 사이즈는 커요 !,0,1
3050,박주환10,5.0,5.0,5.0,5.0,5.0,2020.03.22,"지금도 여기에 앉아서 리뷰 쓰고 있는데 너무 편하네요 하루종일 앉아있고 싶어요 , 조립이 되어서 오는 완제품이라 번거로움도 없고 좋네요",0,1
3051,에몽이58,5.0,5.0,5.0,5.0,5.0,2020.03.22,이 가격에 이렇게 편한 의자를 살 수 있다니!!!매우매우 민족합니다~~~~~! 의자도 완제품으로 배송되서 따로 조립 안해도 되서 편리했습니다 ^_^,0,1
3052,소여닝ㅇㅇ,5.0,5.0,5.0,5.0,5.0,2020.03.22,넘 편해요 ... 보기보다 진짜 편하고 예뻐요 ㅠㅠ 체고 ...,0,1
3053,니크니크네임,5.0,5.0,5.0,5.0,5.0,2020.03.22,진짜 너무 편하고 푹신해요!!! 배송도 엄청 빨리왔어요! 전에 사려고했을때 품절이라 잊고 살다가 다시 들어가보니 입고되어있길래 후다닥 샀어요 ㅎㅎ,0,1
3054,:)140,5.0,5.0,5.0,5.0,5.0,2020.03.21,배송도 빠르고 설치도 간편하고 쿠션이 너무 폭신폭신해서 좋았어요-! 결론적으로 남동생이 스틸해갔어요 ..젠장,0,1
3055,이윤경125,5.0,5.0,5.0,5.0,5.0,2020.03.21,가격대비 짱짱짱입니다. 넘편하고 좋아요,0,1
3056,asy0905,5.0,5.0,5.0,5.0,5.0,2020.03.21,카키색이라 걱정했는데 색일단 너무 이쁘고 집이랑 테이블이랑 잘어울려서 좋아요ㅎㅎㅎ 쿠션도 생각보다 튼튼해서 허리가 너무 편하네요 인테리어템으로 완전 강추입니다!!:),0,1
3057,플라잉드림,5.0,5.0,5.0,5.0,5.0,2020.03.21,편하고 이쁘고 만족해요 스툴도 빨리 사고싶어요,0,1
3058,SuMinnie92,5.0,5.0,5.0,5.0,5.0,2020.03.21,나무제질이나 천 재질도 좋은거 같구요 집에 사람이 없어서 경비실에 맡겨 놓으신거 들고가느라 애먹었네요 진짜 왕무거워요 여자 혼자 들기엔 무리입니다ㅋㅋ 그만큼 짱짱하니 튼튼하구요 앉으면 폭신한게 넘아 좋습니다 👍🏻 잘 산거 같아요 ㅎㅎ 색도 이쁘고 맘에 쏙듭니다 ㅎ,0,1
3059,Shyeon_i,5.0,5.0,5.0,5.0,5.0,2020.03.20,일단 색이 너무 예쁘고 의자가 좀 크지만 필요할 땐 접어서 세워 둘 수가 있어서 너무 좋아요 각도조절도 되고 바닥에서 좌식생활 싫어하시는 분들한테 딱이에용,0,1
3060,찌니찌니지니,5.0,5.0,5.0,5.0,5.0,2020.03.20,받자마자 신나서 열어봤어요 엄청 편하고 좋네요~ 같은색 풋스툴이 품절이라 일단 의자만 샀어요 ㅎㅎ,0,1
3061,나윤하윤맘,5.0,5.0,5.0,5.0,5.0,2020.03.20,너무편하고 좋아요~ 내가원했던 ~~~ㅋ그느낌....♡ 저 풋의자 못산게 아쉬워서 주문하려구요~ 망설이다 안했는데 택배비만ㅡㅡ 더들게 생겼네요ㅋ~ 우리집 베란다 테라스에 요걸루..선택햇답니다~~ 다들 앉으면 일어날 생각을 안합니다.. 아이들도 너무좋아해요^^ 배송도 부피가 커서 놀랏지만 다조립되어와서 그냥펼치기만ㅋ 너무 착한 가격에 잘 샀다는생각만 들어요^^♡,0,1
3062,연듀밍,5.0,5.0,5.0,5.0,5.0,2020.03.20,때탈까봐 담요 덮어두긴했지마누카키색 별로안좋아하는데 카키그레이 생각보다 색깔 예뻐서 놀랐어요! 편하고 좋아요~,0,1
3063,LYK♥84,5.0,5.0,5.0,5.0,5.0,2020.03.20,이사중에 제일먼저 시켰는데 힘들때마다 누워서쉬고있어요.. 한번누으면 못일어날거같아요,0,1
3064,Miriam Hyeon89,5.0,5.0,5.0,5.0,5.0,2020.03.20,생각보다 커서 놀랐어요. 튼튼한거는 몸집 큰 사람이 앉으면 안될것같은 느낌이 들긴 하지만... 그래도 커서 편히 앉을수 있고. 푹신정도는 적당한듯합니다. 그레이보다는 올드녹색 느낌의 색이라 더 좋아요. 화면과 같은 색. 잘쓸게요,0,1
3065,한태호63,5.0,5.0,5.0,5.0,5.0,2020.03.20,처음 나는 냄새만 빼면 완벽한 제품이네요 괜히고민했어요,0,1
3066,ameliedayz,5.0,5.0,5.0,5.0,5.0,2020.03.19,꼭 사시라구... 후회 안해요.. 이 가격에 이 안락함 무엇?... 오늘의 집에서 근 두달동안 쓴 리뷰가 50개 넘는데 이게 그 중에 원탑이여... 가성비 갑... 진짜 이런 신세대 단어 어색한 아줌만데 가성비 갑오브갑...... 사이드체어가 없어서 주문 못해서 아쉽지만 나름대로 집에 있는거 갖다 두었어요. 남편은 300만원짜리 브랜드 매트리스보다 얘를 더 좋아하네여...,0,1
3067,구리구리구리쓰,5.0,5.0,5.0,5.0,5.0,2020.03.19,저.. 이거 사고싶어서 몇날 몇일을 기다렸어요 기다린 보람이 잇네용 푹신하구 편하구 이가격에 이런의자 어디가서 못살것 같아용ㅎㅎㅎ매우만족스 다만 첨에 좀 냄새가 나서 환기를 많이 해줬어요ㅎㅎ 다른색두 사고싶은데 품절되서 못사서 넘 아쉬워요ㅠㅜ,0,1
3068,두부라니,5.0,5.0,5.0,5.0,5.0,2020.03.19,배송 무진장 빠르네요.. 동봉된 종이보고 조립하니까 할만해요 무겁긴한데 못들정도 아니에요 암튼 지금 앉아서 드라마 보는데 너무좋아요ㅠㅠㅠ 세상에 완벽해... 저는 카키그레이 색상 샀는데 제가 찍은 사진과 색상 똑같아요 참고하세요!,0,1
3069,tiamoo,5.0,5.0,5.0,5.0,5.0,2020.03.19,생각보다 예쁘고 생각보다 편해요!!!,0,1
3070,김주호47,5.0,5.0,5.0,5.0,5.0,2020.03.19,생각보다 펀하고요. 그냥그대로쓰는것보단 천이나 담요같은걸로같이 덮어서 쓰면좋을것같습니다.,0,1
3071,천민아,5.0,5.0,5.0,5.0,5.0,2020.03.18,너무 마음에 들어요! 푹신하고 하자없이 왔습니다! 배송도 빠르구요ㅎㅎ 쿠션도 푹신하니 아주 마음에 듭니다ㅎㅎ,0,1
3072,박성정62,5.0,5.0,5.0,5.0,5.0,2020.03.18,너무편안하고 예뻐요 가성비 갑입니다 완전추천,0,1
3073,• largo min •56,5.0,5.0,5.0,5.0,5.0,2020.03.17,편하고좋으나 장판에 흠집을 내므로 반드시 밑에 먼가 조치를 취하시는게 좋을듯합니다,0,1
3074,슈퍼파워a,5.0,5.0,5.0,5.0,5.0,2020.03.17,엄청 빨리왔어요~~~ 좋네요. 편하구!,0,1
3075,베라3,5.0,5.0,5.0,5.0,5.0,2020.03.17,접이식이어서 조립도 편하고 마음에 들어요~,0,1
3076,이동희00,5.0,5.0,5.0,5.0,5.0,2020.03.17,설치가 편하고 앉아있기 좋아요. 부담되는 스타일도 아니어서 어디던 편하게 둘 수 있을 것 같습니다,0,1
3077,비숑산책,5.0,,,,,2020.03.16,배송 빨랐고요 막 엄청 푹신하진 않은데 가격대비 좋아요!!,0,1
